Provider Name,State,City,Claims_Paid_for_Testing,Claims_Paid_for_Treatment,Georeferenced Column
ADVENTIST HEALTH MEDIC,OR,PORTLAND,4614.30,1025.90,POINT (-122.68142500000002 45.516018)
TJH MEDICAL SERVICES,NY,HOWARD BEACH,0,305.77,POINT (-73.8367 40.657799)
NORTON COMMUNITY HOSPI,VA,NORTON,1224.49,51.33,POINT (-82.62978 36.933644)
BBH WBMC LLC,AL,JASPER,5136.04,0,POINT (-87.278701 33.831291)
IRWIN COUNTY HOSPITAL,GA,OCILLA,233.36,0,POINT (-83.250566 31.594230000000003)
LUTHERAN HOSPITAL,OH,CLEVELAND,739.48,0,POINT (-81.6915 41.505546)
SANTA CLARITA EMERGENC,CA,VALENCIA,6660.54,1908.65,POINT (-118.564722 34.389444)
RAE HEALTHCARE LLC,MD,ELLICOTT CITY,0,208.45,POINT (-76.79801800000001 39.267467)
HOMETOWN URGENT CARE O,MI,KALAMAZOO,4868.11,1650.57,POINT (-85.584682 42.289777)
BRIGHAM AND WOMENS PHY,MA,CHESTNUT HILL,0,73.76,POINT (-71.166702 42.330601)
NORTHSIDE PRIMARY CARE,GA,CANTON,0,226.49,POINT (-84.493862 34.243248)
PYRAMID PEAK EMERGENCY,FL,BRADENTON,1185.28,306.06,POINT (-82.562798 27.488962)
SETON FAMILY OF HOSPIT,TX,AUSTIN,10672.71,14263.11,POINT (-97.746598 30.264979)
EXPRESS CARE OF YADKIN,NC,YADKINVILLE,7235.90,6096.27,POINT (-80.659648 36.134498)
OUR LADY OF LOURDES,NJ,CAMDEN,0,98074.84,POINT (-75.118833 39.945208)
RUSH COPLEY MEDICAL GR,IL,YORKVILLE,0,211.18,POINT (-88.446922 41.641357)
CARENOW,TX,CARROLLTON,280.11,0,POINT (-96.889788 32.975541)
EMERGENCY MEDICINE PHY,OH,URBANA,922.33,2207.34,POINT (-83.750866 40.108014)
SPOKANE EMERGENCY PHYS,WA,SPOKANE,2406.09,371.66,POINT (-117.42502200000001 47.658999)
NORTH OAKS PHYSICIAN G,LA,PONCHATOULA,648.18,0,POINT (-90.439575 30.439188000000005)
AGHA MEDICAL INC,IL,BOLINGBROOK,0,1065.36,POINT (-88.077915 41.698264)
SIXTEENTH STREET COMMU,WI,MILWAUKEE,93.23,407.41,POINT (-87.909421 43.041072)
ST ELIZABETH PHYSICIAN,KY,COVINGTON,206.28,0,POINT (-84.508483 39.083687)
ELLENVILLE REGIONAL HO,NY,ELLENVILLE,7787.92,8618.84,POINT (-74.39559 41.716875)
PARTNERS COMMUNITY PHY,MA,LAWRENCE,728.78,292.00,POINT (-71.161795 42.708471)
MASSACHUSETTS GENERAL,MA,WALTHAM,28.35,910.85,POINT (-71.237058 42.376228)
YALE NEW HAVEN HEALTH,CT,BRIDGEPORT,4414.38,24886.99,POINT (-73.189476 41.179195)
NORTH OAKS PHYSICIAN G,LA,HAMMOND,3699.91,511.93,POINT (-90.458285 30.503682)
MERCY CLINIC OKLAHOMA,OK,YUKON,246.76,0,POINT (-97.750528 35.507932)
LOUDOUN MEDICAL GROUP,VA,RESTON,93.08,0,POINT (-77.354497 38.960186)
NOVANT MEDICAL GROUP,NC,MATTHEWS,1764.59,621.50,POINT (-80.72021 35.118275)
FISHERMENS COMMUNITY H,FL,MARATHON,6291.72,0,POINT (-81.09472 24.71113)
ACCESS FAMILY HEALTH,MS,NETTLETON,677.52,159.83,POINT (-88.622285 34.082766)
DREYER CLINIC INC,IL,NORTH AURORA,27.86,563.33,POINT (-88.321805 41.808345)
VCH HEALTH SYSTEM,VA,RICHMOND,57137.80,120315.99,POINT (-77.43393200000001 37.540759)
ONE MEDICAL,CA,EMERYVILLE,55.35,0,POINT (-122.28581 37.831199)
SPENCER HOSPITAL,IA,SPENCER,698.00,0,POINT (-95.144697 43.141367)
BENSON HOSPITAL CORPOR,AZ,BENSON,8683.71,0,POINT (-110.295954 31.968194)
Virginia Hospital Cent,VA,ARLINGTON,8329.05,1222278.65,POINT (-77.084755 38.890763)
LEHIGH VALLEY PHYSICIA,PA,ALLENTOWN,11575.65,11654.55,POINT (-75.469759 40.602753)
NGMC BARROW,GA,WINDER,28769.62,16.84,POINT (-83.72309100000001 33.990811)
NOVANT MEDICAL GROUP,NC,MADISON,140.10,0,POINT (-79.959617 36.38641)
NORTH OAKS PHYSICIAN G,LA,WALKER,508.00,19.49,POINT (-90.868212 30.487478000000003)
NYPMG WESTCHESTER,NY,YONKERS,107.44,0,POINT (-73.896052 40.932014)
SOUTHWEST WOMENS HEALT,TX,HOUSTON,2696.64,0,POINT (-95.369506 29.760803)
BEAUFORT MEDICAL IMAGI,SC,BEAUFORT,0,27.03,POINT (-80.686724 32.42931)
HEMET VALLEY AMBULANCE,CA,HEMET,0,514.11,POINT (-116.967316 33.747562)
ALAMANCE REGIONAL MEDI,NC,MEBANE,48670.84,56066.79,POINT (-79.266536 36.095918)
MARLBOROUGH HOSPITAL,MA,MARLBOROUGH,7099.49,5081.57,POINT (-71.547181 42.346946)
THE IOWA CLINIC,IA,WEST DES MOINES,217.73,0,POINT (-93.713031 41.575505)
AVERA MCKENNAN,IA,ESTHERVILLE,27.48,1634.25,POINT (-94.83271700000002 43.402055)
OUR LADY OF THE LAKE P,LA,NEW ROADS,101.95,102.62,POINT (-91.439076 30.694005)
PEDIATRIC EMERGENCY ME,TX,PLANO,1933.44,0,POINT (-96.697586 33.019695)
NORTH JERSEY EKG READI,NJ,PATERSON,37.32,3899.94,POINT (-74.172191 40.916612)
BUFFALO EMERGENCY ASSO,NY,BUFFALO,1200.61,406.87,POINT (-78.879374 42.887691)
AURORA MEDICAL GROUP,WI,MOUNT PLEASANT,103.45,0,POINT (-87.85847300000002 42.69747)
EL CENTRO DE CORAZON,TX,HOUSTON,78.61,77.59,POINT (-95.369506 29.760803)
YALOBUSHA GENERAL HOSP,MS,WATER VALLEY,696.93,0,POINT (-89.632217 34.150463)
GEORGE L MEE MEMORIAL,CA,GREENFIELD,224.68,99.10,POINT (-119.003002 35.266813)
PENINSULA REGIONAL MED,MD,SALISBURY,8.83,26.49,POINT (-75.599181 38.365568)
WEST VIRGINIA EMERGENC,WV,MORGANTOWN,793.64,0,POINT (-79.955946 39.629757)
QUEST DIAGNOSTICS,MA,BOURNE,129642.36,1296.12,POINT (-70.598675 41.740969)
AURORA MEDICAL GROUP,WI,CUDAHY,0,484.90,POINT (-87.860083 42.960039)
MARYMOUNT HOSPITAL,OH,GARFIELD HEIGHTS,12582.95,68973.50,POINT (-81.609878 41.422316)
UNIVERSITY OF CHICAGO,IL,DARIEN,0,55.80,POINT (-87.98394300000001 41.744588)
PRIMARY CARE PARTNERS,NJ,MOUNTAIN LAKES,0,84.85,POINT (-74.450376 40.887142)
St Barnabas Hospital,NY,BRONX,5728.46,60025.38,POINT (-73.920265 40.826153)
TEXAS PULMONARY AND CR,TX,MANSFIELD,0,502.40,POINT (-97.14203200000001 32.563546)
NASONCARE LLC,SC,MOUNT PLEASANT,60.78,0,POINT (-79.8765 32.790438)
JAMESON MEMORIAL HOSPI,PA,NEW CASTLE,590.97,0,POINT (-80.344422 41.003604)
UNIVERSITY MEDICAL SER,FL,TAMPA,0,6691.65,POINT (-82.458776 27.947423)
METHODIST HOSPITAL,KY,HENDERSON,1200.18,662.88,POINT (-87.590825 37.836281)
ST CLOUD REGIONAL MEDI,FL,SAINT CLOUD,6262.85,7964.59,POINT (-81.280117 28.248887)
LOYOLA UNIVERSITY MEDI,IL,HOMER GLEN,0,408.23,POINT (-87.96869 41.599147)
Chattanooga Hamilton C,TN,CHATTANOOGA,1945.05,96814.54,POINT (-85.308287 35.045756)
PENINSULA COMMUNITY HE,WA,BELFAIR,43.53,0,POINT (-122.82737899999998 47.450858)
PENNSYLVANIA HOSPITAL,PA,PHILADELPHIA,456.52,0,POINT (-75.16562 39.951061)
Wake Emergency Physici,NC,CARY,141176.23,58186.96,POINT (-78.781139 35.791444)
PRAIRIE HEALTH CLINIC,SD,ARMOUR,633.83,142.16,POINT (-98.34486 43.315567)
SANFORD CLINIC,SD,SIOUX FALLS,0,106.25,POINT (-96.743185 43.488765)
MOORE EMERGENCY GROUP,AL,ANDALUSIA,0,225.20,POINT (-86.482735 31.308061)
ABINGTON MEMORIAL HOSP,PA,ELKINS PARK,84.59,55.07,POINT (-75.127197 40.0769)
THE REGENTS OF THE UNI,CA,ORANGE,138.74,2246.54,POINT (-117.853096 33.791489)
NYPMG HUDSON VALLEY,NY,PEEKSKILL,100.71,0,POINT (-73.921894 41.290357)
LIFESPAN PHYSICIANS GR,MA,ATTLEBORO,0,17.82,POINT (-71.284088 41.944543)
SHAWNEE MEDICAL CENTER,OK,MEEKER,71.41,0,POINT (-96.893033 35.503209)
MARION GENERAL HOSPITA,OH,MARION,16342.55,37062.87,POINT (-83.131845 40.588544)
UNIVERSITY OF CT HEALT,CT,FARMINGTON,2902.48,0,POINT (-72.824947 41.72651)
GEORGIA RADIOLOGY SERV,GA,LAGRANGE,257.64,145.60,POINT (-85.029644 33.038741)
TOMS RIVER INPATIENT S,NJ,TOMS RIVER,0,1501.73,POINT (-74.198149 39.95339400000001)
UNIVERSITY OF UTAH SPE,UT,SALT LAKE CITY,0,311.31,POINT (-111.888142 40.758478)
ST JOSEPHS MEDICAL PC,NY,FAYETTEVILLE,1192.38,152.56,POINT (-76.004518 43.029967)
ARIA HEALTH PHYSICIAN,PA,BENSALEM,49.24,0,POINT (-74.942875 40.110248)
HUDSON VALLEY RADIOLOG,NY,NEW CITY,0,10.72,POINT (-73.989429 41.147418)
CARE RESOURCE,FL,MIAMI,0,83.90,POINT (-80.194702 25.775084)
HEALTH CENTRAL HOSPITA,FL,OCOEE,19263.98,64521.93,POINT (-81.544105 28.569519)
SAINT FRANCIS HOSPITAL,OK,TULSA,2424.11,48143.55,POINT (-95.992083 36.155327)
SHAWNEE MEDICAL CENTER,OK,SHAWNEE,284.13,967.08,POINT (-96.924828 35.327404)
CAREPOINT HOSPITAL MED,KS,WICHITA,0,205.03,POINT (-97.335571 37.686024)
EMERGENCY PROFESSIONAL,MI,CANTON,186.50,0,POINT (-83.486713 42.297972)
MEMORIAL HOSPITAL AT G,MS,LONG BEACH,6407.43,203.07,POINT (-89.148013 30.345024000000002)
LAREDO MEDICAL CENTER,TX,LAREDO,0,52642.56,POINT (-99.507505 27.507114)
HACKENSACK UNIVERSITY,NJ,MANAHAWKIN,0,191213.70,POINT (-74.258136 39.696695)
PATIENT FIRST,VA,HAMPTON,46.13,0,POINT (-76.342338 37.028265)
ST VINCENT JENNINGS HO,IN,NORTH VERNON,1130.57,0,POINT (-85.629525 39.005959)
HARRIS METHODIST SOUTH,TX,FORT WORTH,0,115123.00,POINT (-97.340038 32.739977)
HYPERTENSION AND NEPHR,NJ,PRINCETON,0,19532.31,POINT (-74.660744 40.351980000000005)
BEAUMONT MEDICAL GROUP,MI,TROY,208.23,0,POINT (-83.154042 42.56294)
MERCY CLINIC PHYSICAL,MO,O FALLON,74.84,0,POINT (-90.699957 38.808644)
OLEAN RADIOLOGY ASSOC,NY,OLEAN,0,137.10,POINT (-78.429849 42.077495000000006)
UNIVERSITY OF PENN MED,PA,EXTON,19.66,68.81,POINT (-75.63154 40.032966)
MARTIN MEMORIAL PHYSIC,FL,PORT SAINT LUCIE,174.10,0,POINT (-80.342148 27.273274000000004)
SOUTHEASTERN PATHOLOGY,GA,THOMASTON,0,19.14,POINT (-84.32623 32.887181)
INTEGRIS MEDICAL GROUP,OK,ENID,183.19,204.13,POINT (-97.87832 36.393157)
THE DANBURY HOSPITAL,NY,NEW YORK,185.43,0,POINT (-74.007228 40.713054)
PATHOLOGY LABORATORY A,LA,LAKE CHARLES,1587.36,102.66,POINT (-93.217112 30.229289)
COLUMBUS EMERGENCY GRO,NC,WHITEVILLE,1064.59,171.90,POINT (-78.703032 34.338673)
RED MOUNTAIN EMERGENCY,FL,SARASOTA,2462.66,363.06,POINT (-82.538602 27.336483)
ST MARYS SACRED HEART,GA,LAVONIA,763.19,295.64,POINT (-83.107268 34.435833)
HUDSON VISTA MEDICAL P,NY,CORNWALL,0,2770.98,POINT (-74.029749 41.439586)
MOUNTAIN STATES HEALTH,TN,KINGSPORT,6272.09,51.33,POINT (-82.540855 36.538956)
MAYO CLINIC JACKSONVIL,FL,JACKSONVILLE,842.43,106.38,POINT (-81.65676 30.325968)
SOUTHWEST WOMENS HEALT,TX,BAYTOWN,94.82,27.53,POINT (-94.967821 29.732080999999997)
MAIN LINE HOSPITALS IN,PA,PAOLI,3242.18,1700.58,POINT (-75.485762 40.041849)
FAMILY HEALTH CENTERS,IN,JEFFERSONVILLE,308.20,0,POINT (-85.72554 38.299811)
EMERGENCY PROFESSIONAL,MI,OWOSSO,2886.68,2561.64,POINT (-84.17063300000001 42.998485)
COLUMBUS COMMUNITY HOS,NE,COLUMBUS,11037.60,24631.40,POINT (-97.359439 41.430265)
NORTH SHORE LIJ,NY,GREAT NECK,0,46.59,POINT (-73.729411 40.800567)
JUNEAU URGENT AND FAMI,AK,JUNEAU,3888.08,0,POINT (-134.424524 58.301083999999996)
AURORA MEDICAL GROUP,WI,SHEBOYGAN,194.12,141.36,POINT (-87.712907 43.75088)
STEWARD MEDICAL GROUP,FL,COCOA,0,26.67,POINT (-80.7326 28.357717)
WEST GROVE CLINIC COMP,PA,WEST GROVE,1460.03,277.40,POINT (-75.827158 39.82190400000001)
ANGEL DE LA CRUZ,NJ,CLIFTON,0,725.97,POINT (-74.160996 40.865418)
PREMIER HEALTH SYSTEMS,AL,CITRONELLE,528.66,0,POINT (-88.23811 31.094559)
TETON COUNTY HOSPITAL,WY,JACKSON,1084.96,51.33,POINT (-110.762352 43.47962)
MAGNOLIA EXPRESS CARE,MS,CORINTH,2529.92,58.87,POINT (-88.520628 34.934366)
MCLEOD HEALTH CHERAW,SC,FLORENCE,0,965.46,POINT (-79.761968 34.195772)
AFC URGENT CARE,NJ,SEWELL,146.53,0,POINT (-75.144699 39.766399)
HOSPITAL COMMITTEE FOR,CA,PLEASANTON,100.00,286.20,POINT (-121.87892299999999 37.656667)
SANFORD HEALTH,MN,BEMIDJI,0,116.96,POINT (-94.879661 47.472647)
DEKALB MEDICAL CENTER,GA,LITHONIA,38905.98,81598.26,POINT (-84.105776 33.712085)
MERCY CLINIC PHYSICAL,MO,DES PERES,108.64,0,POINT (-90.442046 38.603314)
ST PETERS HEALTH PARTN,NY,ALBANY,0,9.14,POINT (-73.755418 42.651242)
HEALTHONE HEART CARE L,CO,THORNTON,26.10,178.38,POINT (-104.984149 39.868977)
NEIGHBORCARE HEALTH,WA,SEATTLE,1868.83,166.45,POINT (-122.33028000000002 47.603229)
TEXAS MEDICINE RESOURC,TX,ALLEN,3097.05,779.38,POINT (-96.671738 33.104193)
JOHNS HOPKINS UNIVERSI,DC,WASHINGTON,0,195.81,POINT (-77.019912 38.892062)
LAKE COUNTY ACUTE CARE,IL,VERNON HILLS,0,176.12,POINT (-87.959562 42.238635)
OHH PHYSICIANS LLC,OK,OKLAHOMA CITY,0,204.30,POINT (-97.521264 35.468494)
MERCY HEALTH YOUNSTOWN,OH,YOUNGSTOWN,6776.20,14278.89,POINT (-80.649387 41.100083)
UPMC MCKEESPORT,PA,MCKEESPORT,595.29,15156.65,POINT (-79.866644 40.35077)
EMERGENCY PHYSICIANS S,MD,BALTIMORE,0,187.59,POINT (-76.612333 39.290443)
UNIVERSITY PROFESSIONA,OR,PORTLAND,217.11,290.44,POINT (-122.68142500000002 45.516018)
QUALIFIED EMER SPEC IN,OH,LEBANON,9484.14,1057.54,POINT (-84.208526 39.432271)
LAKELAND REGIONAL MEDI,FL,LAKELAND,49233.26,60520.18,POINT (-81.954113 28.040507)
HAMILTON SQUARE EMERGE,NJ,TRENTON,3403.51,1230.49,POINT (-74.759709 40.220572)
SENTARA MEDICAL GROUP,VA,VIRGINIA BEACH,0,1679.37,POINT (-75.975518 36.845117)
MAYO CLINIC,WI,LA CROSSE,139.37,0,POINT (-91.25186 43.808767)
BAPTIST MEMORIAL HOSPI,TN,COLLIERVILLE,18934.24,13484.72,POINT (-89.668627 35.045572)
SENTARA MEDICAL GROUP,VA,DUMFRIES,0,210.78,POINT (-77.328745 38.566532)
MERCYONE MEDICAL GROUP,IA,ANKENY,2138.85,0,POINT (-93.600414 41.72508)
INFECTIOUS DISEASES CO,FL,PORT CHARLOTTE,0,207.01,POINT (-82.101078 26.981878000000002)
PARAGON CONTRACTING SE,FL,STUART,0,602.79,POINT (-80.236911 27.177909)
UNC PHYSICIANS NETWORK,NC,SANFORD,114.23,42.10,POINT (-79.180571 35.47995)
RENO RADIOLOGICAL ASSO,NV,RENO,22.54,0,POINT (-119.81328300000001 39.526903)
LSU HEALTH SCIENCES CE,LA,SHREVEPORT,399.40,411.98,POINT (-93.747757 32.51424)
ALEXIAN BROTHERS SPECI,IL,ELK GROVE VILLAGE,9.13,379.78,POINT (-88.00919800000001 42.003369)
CLINICAL INFECTIOUS DI,TX,EL PASO,0,642.72,POINT (-106.492257 31.76006)
INTERMOUNTAIN HEALTHCA,UT,SALT LAKE CITY,303.85,206.73,POINT (-111.888142 40.758478)
MAGNOLIA DIAGNOSTICS L,TX,DALLAS,0,5900.00,POINT (-96.796215 32.777977)
NORTHEAST GEORGIA PHYS,GA,CLEVELAND,117.00,0,POINT (-83.762891 34.596724)
EMERGENCY SERVICES OF,OK,OKLAHOMA CITY,64.59,64.59,POINT (-97.521264 35.468494)
JESSIE K SAVERIMUTTU,NY,STATEN ISLAND,0,605.39,POINT (-74.076203 40.643498)
DX SOLUTIONS LLC,KY,NICHOLASVILLE,147075.19,5551.33,POINT (-84.573016 37.880367)
CEP AMERICA LLC,AZ,SUN CITY WEST,3166.86,2375.29,POINT (-112.350925 33.656937)
AURORA ADVANCED HEALTH,WI,MILWAUKEE,813.17,97.10,POINT (-87.909421 43.041072)
ARNETT CLINIC LLC,IN,LAFAYETTE,101.83,0,POINT (-86.890617 40.417328)
WHIDBEYHEALTH MEDICAL,WA,COUPEVILLE,2821.35,0,POINT (-122.68614600000001 48.212271)
CARLSBAD MEDICAL CENTE,NM,CARLSBAD,5160.67,594.14,POINT (-104.227819 32.412716)
IOWA PHYSICIANS CLINIC,IA,SIOUX CITY,734.61,0,POINT (-96.406436 42.496323)
ALTEON HEALTH NEW JERS,NJ,HOLMDEL,0,817.61,POINT (-74.182352 40.38217)
CR EMERGENCY ROOM LLC,TX,KELLER,852.64,0,POINT (-97.253647 32.934631)
STIGLER HEALTH AND WEL,OK,SALLISAW,1817.04,0,POINT (-94.790243 35.459472)
MEDICAL GROUP OF KANSA,MO,KANSAS CITY,0,4132.25,POINT (-94.578559 39.099792)
OUR LADY OF THE LAKE P,LA,BATON ROUGE,0,89.00,POINT (-91.187488 30.443319000000002)
SUMMIT INFECTIOUS DISE,OH,AKRON,0,137.53,POINT (-81.515607 41.084821)
MUSCOGEE HOSPITALIST S,GA,COLUMBUS,0,4186.64,POINT (-84.990405 32.466682)
MOHAMMAD CHAUDHRY,NJ,UNION CITY,0,84.85,POINT (-74.023575 40.779442)
DARDANELLE HOSPITAL YE,AR,DARDANELLE,3446.88,516.00,POINT (-93.156601 35.223419)
DEAN CLINIC,WI,JANESVILLE,0,618.04,POINT (-89.026904 42.681349000000004)
AURORA MEDICAL CENTER,WI,SUMMIT,1090.30,0,POINT (-89.361448 45.365604)
VINCENTIAN PHYSICIAN S,AL,GARDENDALE,483.94,0,POINT (-86.809916 33.651861)
NUCH OF MASSACHUSETTS,MA,NORTHBOROUGH,545.65,0,POINT (-71.64269600000002 42.305189)
UNIVERSITY OF ARKANSAS,AL,BIRMINGHAM,146.76,0,POINT (-86.807705 33.522859)
UCLA DEPARTMENT OF MED,CA,MALIBU,767.84,0,POINT (-118.69153500000002 34.035796)
MERCY CLINIC FORT SMIT,AR,PARIS,305.27,0,POINT (-93.729922 35.292105)
MERCY EMERGENCY DEPART,MO,SAINT PETERS,182.35,0,POINT (-90.595849 38.792639)
COOLEY DICKINSON HOSPI,MA,NORTHAMPTON,8.92,0,POINT (-72.629756 42.31952)
RADIOLOGIC ASSOCIATES,NY,MIDDLETOWN,0,19.84,POINT (-74.420024 41.445053)
GOSHEN HEALTH SYSTEMS,IN,SHIPSHEWANA,0,71.04,POINT (-85.580644 41.677459)
LEONARD E DEAL MD PA,TX,NEW BRAUNFELS,0,17224.96,POINT (-98.11972500000002 29.709884000000002)
PRIVIA MEDICAL GROUP,MD,GAITHERSBURG,0,1835.14,POINT (-77.193402 39.142187)
NOVANT MEDICAL GROUP,NC,CHARLOTTE,0,196.55,POINT (-80.840161 35.222936)
UNC PHYSICIANS NETWORK,NC,PINEHURST,408.60,0,POINT (-79.473735 35.193544)
CDT HEALTHCARE PLLC,NC,SILER CITY,263.01,0,POINT (-79.46338 35.725296)
GEISINGER CARESITE PHA,PA,CAMP HILL,43.78,0,POINT (-76.931126 40.240098)
NEWPORT HOSPITAL,RI,NEWPORT,2482.72,13956.16,POINT (-71.308244 41.496349)
THE FORT HAMILTON HOSP,OH,HAMILTON,100.00,41000.80,POINT (-84.558797 39.398871)
MOBILE COUNTY BOARD OF,AL,SEMMES,1986.65,0,POINT (-88.258892 30.778665999999998)
MERCY CLINIC PHYSICAL,MO,SAINT LOUIS,217.28,0,POINT (-90.200309 38.630276)
RELIAS REGIONAL,AL,TUSCALOOSA,16875.76,1670.86,POINT (-87.56556400000001 33.210617)
LONE STAR CIRCLE OF CA,TX,AUSTIN,513.30,106.43,POINT (-97.746598 30.264979)
STEWARD MEDICAL GROUP,MA,BOSTON,0,578.75,POINT (-71.056742 42.358894)
PATIENT FIRST,MD,WALDORF,2303.71,49.77,POINT (-76.895271 38.637545)
SOUTHLAND HAWKINSVILLE,GA,HAWKINSVILLE,182.62,119.83,POINT (-83.466864 32.282066)
KOSCUISCO COMM HOSP,IN,WARSAW,613.49,342.98,POINT (-85.856639 41.235151)
TRIHEALTH,OH,CINCINNATI,0,20180.77,POINT (-84.513808 39.104427)
CAPITAL REGIONAL CARDI,FL,QUINCY,0,8.69,POINT (-84.588465 30.588116)
LOWER KEYS MEDICAL CEN,FL,KEY WEST,6902.90,17219.39,POINT (-81.783642 24.559703)
FAITH FAMILY CLINIC OF,MS,BOONEVILLE,250.32,0,POINT (-88.56419 34.655452000000004)
ACCLAIM PHYSICIAN GROU,TX,FORT WORTH,43.82,0,POINT (-97.340038 32.739977)
THE URGENCY ROOM,MN,SAINT PAUL,448.24,0,POINT (-93.094281 44.943719)
STEEL VALLEY EMERGENCY,OH,DENNISON,186.65,0,POINT (-81.334025 40.393166)
ST VINCENT HOSPITAL AN,IN,INDIANAPOLIS,27405.87,213205.84,POINT (-86.156212 39.76845)
Advocate Health and Ho,IL,BARRINGTON,2231.31,144000.07,POINT (-88.126327 42.15017)
SAINT FRANCIS MEDICAL,NE,GRAND ISLAND,268.68,17416.81,POINT (-98.351412 40.920027)
NES ARIZONA INC,AZ,FORT MOHAVE,1044.83,641.70,POINT (-114.58032 35.004241)
FRONTERA HEALTHCARE NE,TX,MASON,229.20,0,POINT (-99.23192 30.749797)
NYPMG QUEENS,NY,FOREST HILLS,455.20,567.26,POINT (-73.850601 40.716099)
ICEM WISHARD LLC,IN,INDIANAPOLIS,41.83,0,POINT (-86.156212 39.76845)
PIPELINE WEST SUBURBAN,IL,OAK PARK,1737.65,396992.33,POINT (-87.794492 41.88865)
TJH MEDICAL SERVICES,NY,JAMAICA,97.86,7484.08,POINT (-73.806099 40.691399)
MOUNTAIN VIEW REGIONAL,NM,LAS CRUCES,8732.33,446.16,POINT (-106.780434 32.316215)
BOARD OF REGENTS OF TH,OK,OKLAHOMA CITY,0,72.88,POINT (-97.521264 35.468494)
TRUMAN MEDICAL CENTER,MO,INDEPENDENCE,293.57,0,POINT (-94.412017 39.093659)
NES OF SANDUSKY INC,IN,LOGANSPORT,2872.76,1126.88,POINT (-86.362997 40.754493)
AULTMAN HOSPITAL,OH,CANTON,3935.10,243214.99,POINT (-81.37703600000002 40.797388)
EMCARE PNX EMERGENCY P,AZ,PHOENIX,551.00,396.46,POINT (-112.072585 33.448204)
PREFERRED URGENT CARE,TX,KATY,170.15,0,POINT (-95.816531 29.794856999999997)
TRINITY CLINIC,TX,TEXARKANA,0,271.48,POINT (-94.06408 33.44221)
MIDWEST EMERGENCY GOOD,IL,MOUNT VERNON,1256.41,0,POINT (-88.904734 38.317612)
ALBANY MEDICAL CENTER,NY,ALBANY,34518.88,16702.53,POINT (-73.755418 42.651242)
COLQUITT REGIONAL MEDI,GA,ATLANTA,0,40012.21,POINT (-84.391502 33.748547)
UNIVERSITY OF TEXAS RI,TX,HARLINGEN,78158.41,3579.20,POINT (-97.696108 26.190649)
AURORA MEDICAL GROUP,WI,GRAFTON,164.08,3490.78,POINT (-87.9518 43.321572)
LAWNDALE CHRISTIAN HEA,IL,CHICAGO,18832.11,15186.94,POINT (-87.632398 41.88322900000001)
INTEGRIS MEDICAL GROUP,OK,EDMOND,148.81,0,POINT (-97.481511 35.65314)
ST LUKES MCCALL LTD,ID,MCCALL,4522.26,0,POINT (-116.09769199999998 44.909421)
MAYO CLINIC HEALTH SYS,MN,NEW PRAGUE,7498.01,0,POINT (-93.575557 44.542476)
BON SECOURS CHARITY HE,NY,WARWICK,163.26,0,POINT (-74.357139 41.260504)
ATLANTIC SAURY INPATIE,FL,ATLANTIS,0,196.46,POINT (-80.092982 26.594363000000005)
MUNSON HEALTHCARE OTSE,MI,GAYLORD,829.53,1320.10,POINT (-84.673851 45.027367)
MEMORIAL HOSPITAL HOME,KY,MANCHESTER,1687.37,100.00,POINT (-83.762624 37.154459)
ID CARE PA,NJ,EAST BRUNSWICK,0,886.35,POINT (-74.424669 40.423442)
VELLORE R RAMAKRISHNAN,MI,LIVONIA,0,1153.75,POINT (-83.36961000000001 42.39709)
MERCY CLINIC OKLAHOMA,OK,EDMOND,3.00,0,POINT (-97.481511 35.65314)
EAST MOUNTAIN HEALTH P,WV,HEDGESVILLE,50.98,0,POINT (-77.995506 39.554959)
DESOTO REGIONAL FAMILY,LA,MANSFIELD,669.17,349.80,POINT (-93.704604 32.03648)
RELIAS NORTHPORT,AL,NORTHPORT,4819.19,0,POINT (-87.57668 33.234299)
TITUS COUNTY HOSPITAL,TX,MOUNT PLEASANT,3855.40,29925.85,POINT (-94.968574 33.156684)
UVA HEALTH SERVICES FO,VA,CULPEPER,0,15053.75,POINT (-78.006892 38.471131)
LEGACY COMMUNITY HEALT,TX,HOUSTON,1528.85,0,POINT (-95.369506 29.760803)
FRANCISCO A MATEO MD,OH,SALEM,0,664.98,POINT (-80.856699 40.900991)
ROWANSOM DEPT OF GENER,NJ,STRATFORD,286.28,0,POINT (-75.012523 39.834483)
GASTROENTEROLOGY ASSOC,NY,BROOKLYN,160.48,0,POINT (-73.990996 40.692529)
SOUTH MISSISSIPPI EMER,MS,HATTIESBURG,248.17,0,POINT (-89.289635 31.326447)
ABBOTT NORTHWESTERN HO,MN,FARIBAULT,14080.33,29847.67,POINT (-93.268448 44.294758)
BROOKDALE HOSPITAL MED,NY,BROOKLYN,3799.18,2883.51,POINT (-73.990996 40.692529)
THE UNIVERSITY OF IOWA,IA,IOWA CITY,310.68,188.29,POINT (-91.530128 41.66124)
NORTH TEXAS INFECTIOUS,TX,DALLAS,0,9683.58,POINT (-96.796215 32.777977)
MINUTE CLINIC DIAGNOST,CA,CARLSBAD,14270.04,0,POINT (-117.341113 33.164015000000006)
WEBSTER EMERGENCY GROU,LA,MINDEN,354.98,122.22,POINT (-93.286199 32.615324)
SAINT JOSEPH REGIONAL,IN,SOUTH BEND,0,348.94,POINT (-86.25196200000002 41.675032)
